Iteration	Posterior	Likelihood	Prior	rate_log_sd	root_freqs[1]	root_freqs[2]	tree_length
0	-1487.225	-1582.078	94.85256	0.5476682	0.533417	0.466583	5.735722
6	-1487.141	-1582.126	94.98544	0.3249349	0.57154	0.42846	5.784923
12	-1496.726	-1591.899	95.17306	0.1373121	0.583331	0.416669	5.784923
18	-1492.066	-1586.741	94.6741	0.4251813	0.44914	0.55086	5.900348
24	-1488.565	-1585.176	96.6114	0.6279352	0.421509	0.578491	4.718569
30	-1494.5	-1590.644	96.14418	0.7803395	0.535102	0.464898	4.894251
36	-1497.382	-1595.128	97.74634	0.7616303	0.566056	0.433944	4.00188
42	-1480.856	-1577.981	97.1244	0.7616303	0.566056	0.433944	4.355146
48	-1477.852	-1575.038	97.18561	0.8248218	0.438456	0.561544	4.284805
54	-1486.071	-1581.214	95.14227	0.7373556	0.325266	0.674734	5.472538
60	-1490.989	-1585.812	94.82273	0.4463961	0.487483	0.512517	5.807492
66	-1500.018	-1594.608	94.59055	0.7141101	0.437726	0.562274	5.788047
72	-1488.929	-1585.073	96.14392	0.6380764	0.505242	0.494758	4.973549
78	-1482.037	-1578.543	96.50578	0.9101125	0.516721	0.483279	4.6197
84	-1484.464	-1580.919	96.45478	0.9611119	0.436192	0.563808	4.6197
90	-1496.492	-1592.197	95.70534	0.7358185	0.477032	0.522968	5.162626
96	-1493.212	-1588.05	94.83768	0.6669969	0.460103	0.539897	5.678485
102	-1489.465	-1585.85	96.385	0.6159783	0.570605	0.429395	4.851651
108	-1487.106	-1582.865	95.75979	0.7176743	0.514786	0.485214	5.142521
114	-1487.322	-1582.138	94.81568	0.669876	0.469046	0.530954	5.688968
120	-1484.987	-1579.851	94.86411	0.6214469	0.469046	0.530954	5.688968
126	-1487.284	-1583.202	95.91842	0.7897069	0.464923	0.535077	5.014593
132	-1487.886	-1582.428	94.54199	0.535627	0.464923	0.535077	5.912178
138	-1483.431	-1578.208	94.77672	0.5869082	0.54046	0.45954	5.755769
144	-1504.838	-1602.341	97.50243	0.6842469	0.482492	0.517508	4.184881
150	-1492.899	-1589.092	96.19286	0.6123519	0.504506	0.495494	4.960641
156	-1490.889	-1588.481	97.59226	0.8622138	0.604436	0.395564	4.032428
162	-1489.146	-1584.983	95.83758	0.7113556	0.427999	0.572001	5.102918
168	-1489.547	-1585.16	95.6132	0.7633899	0.468612	0.531388	5.19836
174	-1491.499	-1588.75	97.25094	0.8275535	0.468612	0.531388	4.246256
180	-1495.384	-1590.833	95.44829	0.4992503	0.396638	0.603362	5.435157
186	-1493.914	-1589.033	95.11894	0.3689613	0.371847	0.628153	5.687681
192	-1489.575	-1585.281	95.70633	0.4755894	0.40197	0.59803	5.305937
198	-1489.686	-1585.257	95.57088	0.7038273	0.464547	0.535453	5.254689
204	-1497.403	-1592.637	95.23473	0.1849342	0.47024	0.52976	5.725079
210	-1488.648	-1584.285	95.63721	0.7282919	0.453005	0.546995	5.20449
216	-1486.572	-1581.143	94.57016	0.4439308	0.526729	0.473271	5.946869
222	-1477.805	-1574.4	96.59474	0.6914416	0.409132	0.590868	4.692357
228	-1479.407	-1576.921	97.51436	0.7213562	0.427511	0.572489	4.157021
234	-1481.932	-1577.39	95.45785	0.4987384	0.529386	0.470614	5.430171
240	-1494.827	-1591.072	96.24564	0.5473158	0.500028	0.499972	4.967457
246	-1496.795	-1590.711	93.91578	0.4990404	0.480651	0.519349	6.273217
252	-1486.517	-1581.856	95.33874	0.7775462	0.387855	0.612145	5.342151
258	-1487.736	-1583.257	95.52117	0.5951238	0.387855	0.612145	5.342151
264	-1496.014	-1592.598	96.58388	0.8039359	0.29791	0.70209	4.635439
270	-1479.517	-1576.455	96.93805	0.6986318	0.489038	0.510962	4.4957
276	-1477.567	-1574.292	96.72459	0.7820926	0.501453	0.498547	4.56876
282	-1474.265	-1571.151	96.88599	0.6206912	0.580481	0.419519	4.56876
288	-1476.005	-1571.578	95.57297	0.4265593	0.491694	0.508306	5.406517
294	-1479.341	-1574.88	95.53882	0.5265119	0.449189	0.550811	5.370252
300	-1485.342	-1582.735	97.3938	0.7741175	0.449189	0.550811	4.195534
306	-1484.46	-1581.223	96.76363	0.6487822	0.465188	0.534812	4.621651
312	-1488.122	-1583.88	95.75762	0.5937533	0.479947	0.520053	5.212304
318	-1477.796	-1574.189	96.39336	0.6025972	0.561815	0.438185	4.854453
324	-1488.977	-1584.431	95.4542	0.5181745	0.461435	0.538565	5.421476
330	-1477.57	-1573.516	95.94641	0.6192642	0.615822	0.384178	5.09364
336	-1476.454	-1572.415	95.96092	0.6100268	0.466486	0.533514	5.09072
342	-1483.531	-1579.765	96.23332	0.649364	0.424324	0.575676	4.917545
348	-1482.512	-1580.122	97.60946	0.7711771	0.382271	0.617729	4.074541
354	-1486.104	-1583.79	97.68686	0.7930503	0.514506	0.485494	4.017908
360	-1481.169	-1577.981	96.81219	0.7356469	0.451586	0.548414	4.545647
366	-1476.156	-1573.38	97.22339	0.8450824	0.566136	0.433864	4.25193
372	-1470.702	-1567.607	96.90457	0.8602012	0.566136	0.433864	4.423569
378	-1473.202	-1570.24	97.03821	0.7265637	0.499525	0.500475	4.423569
384	-1477.354	-1573.214	95.86099	0.7023668	0.547225	0.452775	5.094926
390	-1475.523	-1573.474	97.95118	0.6840433	0.448356	0.551644	3.929074
396	-1485.321	-1584.247	98.92548	0.8918071	0.470147	0.529853	3.241923
402	-1486.022	-1584.715	98.69268	1.141081	0.361014	0.638986	3.232182
408	-1483.208	-1582.004	98.79586	1.037893	0.445281	0.554719	3.232182
414	-1490.238	-1585.799	95.56102	0.6274328	0.368233	0.631767	5.30233
420	-1484.692	-1580.729	96.03701	0.6257973	0.430315	0.569685	5.039758
426	-1484.484	-1581.037	96.55322	0.6061786	0.518546	0.481454	4.763245
432	-1477.16	-1573.205	96.0451	0.4507145	0.458065	0.541935	5.132357
438	-1484.442	-1579.215	94.77358	0.3856082	0.614989	0.385011	5.867614
444	-1483.59	-1579.925	96.33513	0.7427371	0.432489	0.567511	4.808769
450	-1483.432	-1581.179	97.74709	0.8716826	0.402817	0.597183	3.938495
456	-1483.161	-1578.65	95.48893	0.483474	0.471211	0.528789	5.421463
462	-1477.726	-1574.191	96.46462	0.6174615	0.448833	0.551167	4.806418
468	-1476.883	-1572.894	96.01034	0.6319539	0.532815	0.467185	5.051142
474	-1484.499	-1580.514	96.01502	0.6272693	0.544427	0.455573	5.051142
480	-1486.886	-1582.599	95.7128	0.6416981	0.518057	0.481943	5.210577
486	-1480.227	-1575.732	95.50427	0.7061673	0.481865	0.518135	5.290193
492	-1485.556	-1580.592	95.03625	0.7120982	0.513613	0.486387	5.544734
498	-1486.405	-1582.48	96.07478	0.5876265	0.517281	0.482719	5.039977
504	-1488.861	-1585.419	96.55805	0.5970478	0.369891	0.630109	4.765649
510	-1481.154	-1576.816	95.66217	0.5764443	0.500326	0.499674	5.274628
516	-1485.419	-1580.54	95.12113	0.6346857	0.594162	0.405838	5.540626
522	-1473.203	-1569.138	95.93476	0.6146076	0.45324	0.54676	5.102681
528	-1479.1	-1575.544	96.44393	0.5653574	0.503585	0.496415	4.847018
534	-1485.519	-1581.637	96.11799	0.6707581	0.533196	0.466804	4.969795
540	-1504.545	-1600.599	96.05329	0.833426	0.279882	0.720118	4.915303
546	-1482.124	-1578.692	96.56854	0.6018156	0.474576	0.525424	4.757126
552	-1479.358	-1575.548	96.19066	0.6571913	0.608345	0.391655	4.936929
558	-1480.921	-1577.752	96.83114	0.7237406	0.577095	0.422905	4.541691
564	-1479.822	-1577.74	97.91732	1.105629	0.547402	0.452598	3.70598
570	-1478.467	-1575.429	96.9624	0.7448369	0.277222	0.722778	4.455987
576	-1483.024	-1578.921	95.89667	0.6264447	0.410802	0.589198	5.117233
582	-1479.592	-1575.297	95.70469	0.818422	0.412337	0.587663	5.117233
588	-1478.253	-1574.336	96.08346	0.5317575	0.454234	0.545766	5.066163
594	-1486.105	-1582.442	96.33644	0.7843502	0.461609	0.538391	4.784808
600	-1484.533	-1581.669	97.13595	0.8702798	0.481218	0.518782	4.28718
606	-1484.687	-1580.862	96.17559	0.7110882	0.469902	0.530098	4.915321
612	-1478.34	-1574.059	95.71919	0.5699488	0.393561	0.606439	5.246713
618	-1475.794	-1569.774	93.97931	0.601881	0.572369	0.427631	6.182768
624	-1475.242	-1572.36	97.11783	0.8099421	0.437341	0.562659	4.331559
630	-1485.169	-1580.819	95.64981	0.3979559	0.475416	0.524584	5.379936
636	-1487.332	-1580.777	93.44483	0.6608163	0.466641	0.533359	6.441003
642	-1484.712	-1579.952	95.23969	0.6497154	0.593295	0.406705	5.467157
648	-1492.422	-1586.74	94.31782	0.5624312	0.593295	0.406705	6.019889
654	-1500.63	-1594.795	94.16529	0.6918111	0.543735	0.456265	6.032515
660	-1486.464	-1584.392	97.92788	1.15528	0.524756	0.475244	3.671156
666	-1481.134	-1579.34	98.2064	0.7734234	0.52971	0.47029	3.730896
672	-1475.824	-1571.867	96.04351	0.7734234	0.538114	0.461886	4.954126
678	-1478.792	-1575.132	96.34011	0.6936642	0.538114	0.461886	4.833364
684	-1468.223	-1564.505	96.28191	0.4487331	0.485795	0.514205	5.002086
690	-1478.624	-1575.173	96.54923	0.6403283	0.562951	0.437049	4.746398
696	-1485.101	-1581.989	96.8887	0.8982844	0.470259	0.529741	4.411045
702	-1484.72	-1581.298	96.57786	0.661447	0.394158	0.605842	4.718582
708	-1492.723	-1589.148	96.42488	0.8144324	0.464005	0.535995	4.718582
714	-1502.508	-1599.122	96.61328	0.5990986	0.481964	0.518036	4.733639
720	-1492.74	-1588.394	95.65337	0.6986816	0.362761	0.637239	5.211931
726	-1487.211	-1582.961	95.74975	0.6023048	0.421117	0.578883	5.211931
732	-1500.083	-1596.059	95.97585	0.3761984	0.489389	0.510611	5.211931
738	-1497.557	-1593.424	95.86705	0.4838104	0.571547	0.428453	5.212588
744	-1485.621	-1580.846	95.2248	0.5128211	0.536282	0.463718	5.550629
750	-1488.036	-1582.349	94.3126	0.468099	0.502079	0.497921	6.074152
756	-1491.536	-1586.004	94.46765	0.6570598	0.453071	0.546929	5.886456
762	-1486.463	-1583.527	97.06418	0.8306682	0.36364	0.63636	4.350165
768	-1483.463	-1581.459	97.99633	0.7123138	0.492452	0.507548	3.886974
774	-1486.527	-1585.681	99.15414	1.031481	0.548015	0.451985	3.022756
780	-1481.533	-1578.073	96.53975	0.8812795	0.55928	0.44072	4.61682
786	-1485.123	-1579.997	94.87354	0.4656595	0.467327	0.532673	5.769142
792	-1484.586	-1580.797	96.21105	0.6074991	0.537875	0.462125	4.953228
798	-1488.463	-1583.089	94.62593	0.7317183	0.328663	0.671337	5.759044
804	-1492.484	-1587.268	94.78379	0.6370116	0.423206	0.576794	5.724454
810	-1493.141	-1588.189	95.04797	0.3728374	0.568451	0.431549	5.724454
816	-1494.198	-1589.321	95.12289	0.6156016	0.62724	0.37276	5.550149
822	-1489.072	-1583.194	94.12169	0.6086486	0.58142	0.41858	6.101585
828	-1490.253	-1585.125	94.87177	0.4713087	0.58142	0.41858	5.767018
834	-1484.132	-1579.909	95.77708	0.6098869	0.419758	0.580242	5.192615
840	-1497.721	-1595.093	97.37232	0.8464801	0.530045	0.469955	4.166638
846	-1494.195	-1590.465	96.26957	0.7911853	0.419186	0.580814	4.818319
852	-1504.244	-1599.514	95.26971	0.6068342	0.369837	0.630163	5.474237
858	-1498.948	-1593.377	94.42961	0.2976393	0.564503	0.435497	6.103272
864	-1510.448	-1605.17	94.72265	0.6711443	0.381378	0.618622	5.73925
870	-1503.714	-1599.786	96.07136	0.7708755	0.501586	0.498414	4.940054
876	-1494.095	-1590.817	96.72249	0.7572795	0.568715	0.431285	4.583867
882	-1494.089	-1588.86	94.77149	0.4048312	0.505011	0.494989	5.858247
888	-1493.218	-1587.471	94.25351	0.388355	0.506594	0.493406	6.149758
894	-1503.874	-1601.806	97.9327	0.6023436	0.510029	0.489971	3.986407
900	-1491.211	-1585.112	93.90115	0.6015601	0.421865	0.578135	6.225452
906	-1494.452	-1589.757	95.30518	0.5496322	0.638295	0.361705	5.486193
912	-1500.032	-1595.79	95.75816	0.5104974	0.420663	0.579337	5.258033
918	-1489.321	-1581.527	92.20549	0.5978356	0.297687	0.702313	7.14395
924	-1500.68	-1596.898	96.21856	0.5739651	0.482282	0.517718	4.967695
930	-1495.328	-1590.722	95.39381	0.431967	0.491535	0.508465	5.502166
936	-1494.337	-1588.977	94.63997	0.3001133	0.491535	0.508465	5.98726
942	-1491.932	-1587.263	95.33074	0.6782959	0.477941	0.522059	5.401279
948	-1490.397	-1587.942	97.54492	0.8580376	0.515219	0.484781	4.061817
954	-1493.498	-1588.916	95.41815	0.476405	0.416038	0.583962	5.464324
960	-1485.68	-1582.088	96.40755	0.6870245	0.421711	0.578289	4.799444
966	-1491.719	-1587.733	96.01387	0.6262999	0.622979	0.377021	5.052323
972	-1494.563	-1590.662	96.09967	0.6925532	0.466824	0.533176	4.967867
978	-1496.368	-1592.054	95.68531	0.8040786	0.434441	0.565559	5.135919
984	-1480.755	-1575.37	94.61493	0.5698631	0.62541	0.37459	5.853617
990	-1486.333	-1581.104	94.77151	0.7020305	0.51157	0.48843	5.695554
996	-1488.895	-1585.149	96.25349	0.7396525	0.51157	0.48843	4.856018
1002	-1486.117	-1584.152	98.03541	0.7998247	0.397035	0.602965	3.814233
1008	-1494.411	-1593.014	98.6029	0.9091621	0.533645	0.466355	3.421487
1014	-1490.196	-1588.076	97.88064	0.7517125	0.36112	0.63888	3.930719
1020	-1493.477	-1591.299	97.82239	0.8099616	0.539874	0.460126	3.930719
1026	-1488.597	-1584.581	95.9843	0.6784916	0.380518	0.619482	5.039764
1032	-1491.192	-1587.03	95.83846	0.5454573	0.539646	0.460354	5.194305
1038	-1500.763	-1595.882	95.11893	0.6326002	0.5551	0.4449	5.542982
1044	-1497.861	-1592.949	95.08779	0.6637409	0.538924	0.461076	5.542982
1050	-1493.247	-1588.257	95.01005	0.7753438	0.452067	0.547933	5.524371
1056	-1479.435	-1575.079	95.64377	0.6877982	0.39695	0.60305	5.223261
1062	-1482.802	-1579.255	96.45343	0.474557	0.515024	0.484976	4.892323
1068	-1483.444	-1577.883	94.43861	0.4651942	0.512785	0.487215	6.007044
1074	-1488.53	-1583.77	95.23986	0.4538784	0.542399	0.457601	5.574736
1080	-1493.183	-1589.824	96.64088	0.6457443	0.418444	0.581556	4.692109
1086	-1486.459	-1584.072	97.61308	0.866867	0.524054	0.475946	4.017887
1092	-1484.836	-1581.394	96.5586	0.7285284	0.52508	0.47492	4.691827
1098	-1481.833	-1579.066	97.23359	0.9698505	0.306368	0.693632	4.175361
1104	-1478.911	-1576.636	97.7247	0.8944408	0.435125	0.564875	3.938285
1110	-1482.935	-1580.044	97.10989	0.8063174	0.563585	0.436415	4.338096
1116	-1472.489	-1569.855	97.36538	0.5878292	0.519938	0.480062	4.317179
1122	-1474.68	-1572.358	97.67785	0.8996813	0.486898	0.513102	3.962101
1128	-1477.976	-1576.444	98.46796	0.8316363	0.424431	0.575569	3.545524
1134	-1481.104	-1579.765	98.66028	0.7921308	0.405306	0.594694	3.456387
1140	-1476.089	-1572.82	96.73129	0.6699427	0.544891	0.455109	4.627918
1146	-1478.819	-1574.995	96.17607	0.690074	0.506018	0.493982	4.926748
1152	-1482.259	-1578.226	95.96679	0.690074	0.506018	0.493982	5.043055
1158	-1476.443	-1574.208	97.76508	0.9294817	0.456376	0.543624	3.895057
1164	-1482.971	-1578.992	96.0217	0.6939032	0.481826	0.518174	5.010443
1170	-1479.047	-1574.539	95.49222	0.5759441	0.426123	0.573877	5.368691
1176	-1475.516	-1570.761	95.24472	0.4650897	0.457908	0.542092	5.565907
1182	-1476.698	-1572.092	95.39436	0.764611	0.525741	0.474259	5.318603
1188	-1478.319	-1572.418	94.09883	0.8366211	0.430809	0.569191	5.989781
1194	-1480.445	-1574.918	94.47282	0.6844426	0.487515	0.512485	5.868664
1200	-1483.379	-1579.746	96.36662	0.6797134	0.482869	0.517131	4.826359
1206	-1493.181	-1590.588	97.40694	0.7147879	0.48887	0.51113	4.22174
1212	-1489.203	-1585.644	96.44107	0.943699	0.488298	0.511702	4.637147
1218	-1482.635	-1578.752	96.11718	0.943699	0.358118	0.641882	4.818245
1224	-1483.845	-1578.796	94.95026	0.8577501	0.418797	0.581203	5.511937
1230	-1485.253	-1578.847	93.59497	0.5599898	0.559971	0.440029	6.414262
1236	-1493.281	-1587.896	94.61446	0.5370746	0.559971	0.440029	5.871796
1242	-1492.356	-1588.188	95.83209	0.545338	0.330559	0.669441	5.197893
1248	-1486.711	-1581.396	94.68444	0.4206702	0.493049	0.506951	5.897165
1254	-1489.936	-1586.094	96.15807	0.6612268	0.424114	0.575886	4.952808
1260	-1491.485	-1587.095	95.61043	0.417005	0.599502	0.400498	5.391142
1266	-1490.86	-1587.154	96.29364	0.6950908	0.628875	0.371125	4.858479
1272	-1484.635	-1579.477	94.8417	0.6119807	0.509164	0.490836	5.706438
1278	-1487.064	-1583.377	96.31299	0.6742695	0.42742	0.57258	4.8593
1284	-1481.78	-1577.837	96.05616	0.6050409	0.390544	0.609456	5.040651
1290	-1484.153	-1579.593	95.44068	0.6789137	0.558674	0.441326	5.340328
1296	-1492.165	-1587.048	94.88213	0.6085085	0.460051	0.539949	5.686182
1302	-1491.857	-1588.443	96.58604	0.6212238	0.460051	0.539949	4.736497
1308	-1492.295	-1588.494	96.19917	0.6925968	0.460051	0.539949	4.912487
1314	-1487.766	-1584.698	96.93261	0.7252146	0.531358	0.468642	4.483805
1320	-1496.135	-1592.265	96.13016	0.768475	0.577656	0.422344	4.908665
1326	-1495.283	-1590.791	95.50883	0.5538784	0.465334	0.534666	5.371699
1332	-1500.102	-1594.667	94.56527	0.4733932	0.433404	0.566596	5.933456
1338	-1498.143	-1592.467	94.32362	0.4664801	0.496141	0.503859	6.069031
1344	-1493.165	-1587.722	94.557	0.4258208	0.458593	0.541407	5.963938
1350	-1483.905	-1579.343	95.43821	0.6391974	0.456247	0.543753	5.363594
1356	-1482.603	-1579.399	96.79589	0.7395949	0.397417	0.602583	4.552588
1362	-1479.892	-1576.873	96.98082	0.6880583	0.557284	0.442716	4.477585
1368	-1483.513	-1580.277	96.76438	0.9044979	0.56048	0.43952	4.477585
1374	-1482.196	-1579.151	96.95478	0.688616	0.580125	0.419875	4.491926
1380	-1487.917	-1583.799	95.88263	0.6980057	0.538345	0.461655	5.085346
1386	-1485.215	-1580.012	94.79649	0.6158721	0.538345	0.461655	5.729077
1392	-1478.72	-1576.278	97.5585	0.7982727	0.466244	0.533756	4.088141
1398	-1494.163	-1590.322	96.1592	0.5457147	0.561419	0.438581	5.016379
1404	-1502.206	-1596.435	94.22935	0.5646434	0.561419	0.438581	6.066908
1410	-1496.036	-1592.696	96.65918	0.7045351	0.41638	0.58362	4.648946
1416	-1487.085	-1583.145	96.05928	0.5068328	0.363553	0.636447	5.0934
1422	-1491.345	-1586.866	95.52028	0.4396407	0.488111	0.511889	5.428335
1428	-1488.653	-1583.925	95.27199	0.6879382	0.517645	0.482355	5.428335
1434	-1495.629	-1591.252	95.62289	0.5570208	0.500509	0.499491	5.307044
1440	-1484.12	-1579.828	95.70847	0.4783156	0.498184	0.501816	5.30325
1446	-1483.74	-1579.464	95.7233	0.5456486	0.510991	0.489009	5.257872
1452	-1474.982	-1571.194	96.21201	0.403387	0.451537	0.548463	5.066066
1458	-1476.884	-1573.216	96.33187	0.5302201	0.533404	0.466596	4.929004
1464	-1491.56	-1585.944	94.38441	0.6426769	0.490199	0.509801	5.939773
1470	-1479.825	-1574.62	94.79533	0.5359756	0.606784	0.393216	5.773466
1476	-1491.557	-1587.239	95.68207	0.6798754	0.571302	0.428698	5.206459
1482	-1494.992	-1590.435	95.44268	0.6347062	0.322291	0.677709	5.363605
1488	-1482.939	-1578.782	95.84313	0.7251738	0.456595	0.543405	5.092184
1494	-1490.563	-1588.183	97.61961	0.802509	0.671526	0.328474	4.050893
1500	-1487.73	-1584.667	96.93743	0.810584	0.671526	0.328474	4.433017
1506	-1478.513	-1576.917	98.40476	0.8764874	0.419094	0.580906	3.556204
1512	-1484.418	-1582.053	97.63508	0.7853582	0.598699	0.401301	4.051851
1518	-1481.156	-1578.552	97.3957	0.854347	0.396089	0.603911	4.14888
1524	-1473.203	-1568.475	95.27181	0.5116394	0.477906	0.522094	5.525437
1530	-1479.477	-1576.422	96.94527	0.7290967	0.525491	0.474509	4.474497
1536	-1471.911	-1568.712	96.80068	0.8736846	0.487801	0.512199	4.474497
1542	-1474.103	-1570.147	96.04375	0.6525651	0.521513	0.478487	5.021152
1548	-1472.057	-1568.633	96.57659	0.5622638	0.457147	0.542853	4.774722
1554	-1485.511	-1581.889	96.37848	0.4843537	0.533425	0.466575	4.928593
1560	-1489.484	-1584.714	95.22992	0.3474129	0.527727	0.472273	5.638634
1566	-1483.773	-1578.709	94.93563	0.4677086	0.547316	0.452684	5.73402
1572	-1482.913	-1578.05	95.13737	0.392279	0.518617	0.481383	5.664795
1578	-1486.41	-1583.079	96.66887	0.6875074	0.563206	0.436794	4.653057
1584	-1493.036	-1589.664	96.62746	0.5646767	0.509725	0.490275	4.744953
1590	-1498.131	-1594.168	96.03629	0.6363725	0.380027	0.619973	5.034284
1596	-1496.289	-1592.282	95.99251	0.3427096	0.384258	0.615742	5.221241
1602	-1491.569	-1588.842	97.27332	0.8878449	0.55383	0.44617	4.199367
1608	-1493.643	-1591.729	98.08532	0.8437536	0.626439	0.373561	3.760176
1614	-1485.743	-1582.987	97.24389	0.7751373	0.493151	0.506849	4.279938
1620	-1477.509	-1574.211	96.70176	0.9042922	0.481066	0.518934	4.512927
1626	-1483.324	-1580.419	97.09547	0.6140631	0.481066	0.518934	4.454697
1632	-1478.649	-1575.296	96.64717	0.7636143	0.359541	0.640459	4.622566
1638	-1479.415	-1574.714	95.29899	0.604664	0.486485	0.513515	5.459314
1644	-1476.277	-1571.972	95.69498	0.5596321	0.516316	0.483684	5.265793
1650	-1473.648	-1569.281	95.63363	0.7139893	0.485741	0.514259	5.214385
1656	-1475.861	-1570.003	94.14223	0.5756872	0.47741	0.52259	6.108353
1662	-1478.113	-1573.299	95.18646	0.560099	0.489946	0.510054	5.545715
1668	-1482.147	-1579.422	97.27587	0.6288306	0.442124	0.557876	4.344596
